"String","Ref. Ten. (lbs)","Swing Speed","Material","Gauge Nominal (mm)","Gauge Acutal (mm)","Stretch at 40 lbs (%)","Stretch at 51 lbs (%)","Stretch at 62 lbs (%)","Actual Pre-impact Tension (lbs)","Dwell Time (ms)","Deflection (mm)","Tension Change (lbs)","Peak Tension (lbs)","Peak Perp. Force (lbs)","Ave Perp. Force (lbs)","Stiffness (lb/in)","Static Loss lbs.","Stabilization Loss (lbs)","Impact Loss (lbs).","Total Loss (lbs)","Tension Loss (%)","Energy Return (%)","String/String COF","String/Ball COF","Spin Potential"
"Poly Star Turbo 16L (1.25)","40","Slow","Polyester","1.25","1.24","3.3","7.6","10.3","9.02","53.4","26.0","26.7","35.7","11.6","","161.2","9.19","21.48","0.07","30.6","77.4","83.7","0.105","0.521","5"
"Poly Star Turbo 16L (1.25)","40","Medium","Polyester","1.25","1.24","3.3","7.6","10.3","9.48","48.1","33.4","36.2","45.6","19.1","","132.0","9.19","21.02","0.53","30.6","77.4","72.9","0.105","0.521","5"
"Poly Star Turbo 16L (1.25)","40","Fast","Polyester","1.25","1.24","3.3","7.6","10.3","9.64","45.4","40.0","43.7","53.1","26.6","","110.9","9.19","20.86","0.62","30.6","77.3","66.7","0.105","0.521","5"
"Weiss Cannon Turbotwist 17 (1.24)","62","Slow","Polyester","1.24","1.25","2.1","3.6","4.8","39.14","38.0","18.0","24.0","63.3","14.2","","301.8","9.57","13.03","-0.18","22.5","36.3","95.5","0.097","0.412","4.2"
"Weiss Cannon Turbotwist 17 (1.24)","62","Medium","Polyester","1.24","1.25","2.1","3.6","4.8","39.51","34.5","24.7","41.0","80.7","24.9","","273.7","9.57","12.66","0.13","22.3","36.2","93.1","0.097","0.412","4.2"
"Weiss Cannon Turbotwist 17 (1.24)","62","Fast","Polyester","1.24","1.25","2.1","3.6","4.8","39.54","32.6","29.9","54.0","93.7","35.0","","246.3","9.57","12.63","0.49","22.7","36.8","89.7","0.097","0.412","4.2"
"Weiss Cannon Turbotwist 17 (1.24)","51","Slow","Polyester","1.24","1.25","2.1","3.6","4.8","25.84","42.5","20.0","26.7","52.5","13.2","","270.3","9.48","15.40","-0.11","24.7","48.8","93.5","0.097","0.412","4.2"
"Weiss Cannon Turbotwist 17 (1.24)","51","Medium","Polyester","1.24","1.25","2.1","3.6","4.8","26.26","37.9","27.8","42.6","68.8","23.9","","224.0","9.48","14.98","0.29","24.7","48.8","89.1","0.097","0.412","4.2"
"Weiss Cannon Turbotwist 17 (1.24)","51","Fast","Polyester","1.24","1.25","2.1","3.6","4.8","26.24","35.7","32.0","54.7","80.9","32.4","","216.6","9.48","15.00","0.62","25.1","49.5","85.0","0.097","0.412","4.2"
"Weiss Cannon Turbotwist 17 (1.24)","40","Slow","Polyester","1.24","1.25","2.1","3.6","4.8","14.07","48.1","23.8","28.2","42.3","12.6","","202.3","6.86","18.76","0.18","25.8","65","90.2","0.097","0.412","4.2"
"Weiss Cannon Turbotwist 17 (1.24)","40","Medium","Polyester","1.24","1.25","2.1","3.6","4.8","14.35","42.9","30.8","43.0","57.3","22.1","","184.6","6.86","18.48","0.57","26.0","65.3","83.2","0.097","0.412","4.2"
"Weiss Cannon Turbotwist 17 (1.24)","40","Fast","Polyester","1.24","1.25","2.1","3.6","4.8","14.31","40.0","36.0","54.5","68.8","30.9","","170.9","6.86","18.52","0.53","26.0","65.3","77.8","0.097","0.412","4.2"
"Weiss Cannon Turbotwist 17L (1.18)","62","Slow","Polyester","1.18","1.26","2.7","4.5","5.8","39.69","38.1","18.0","22.7","62.4","14.0","","285.2","9.42","12.63","-0.13","21.8","35.5","96.2","0.085","0.406","4.8"
"Weiss Cannon Turbotwist 17L (1.18)","62","Medium","Polyester","1.18","1.26","2.7","4.5","5.8","40.06","34.6","24.9","40.6","80.7","25.0","","266.9","9.42","12.26","0.19","21.8","35.4","94.1","0.085","0.406","4.8"
"Weiss Cannon Turbotwist 17L (1.18)","62","Fast","Polyester","1.18","1.26","2.7","4.5","5.8","39.80","32.7","29.9","51.8","91.7","34.2","","236.0","9.42","12.52","0.37","22.3","36.1","88.0","0.085","0.406","4.8"
"Weiss Cannon Turbotwist 17L (1.18)","51","Slow","Polyester","1.18","1.26","2.7","4.5","5.8","26.53","42.5","20.2","24.9","51.4","13.0","","246.3","9.33","14.86","-0.02","24.3","47.7","93.5","0.085","0.406","4.8"
"Weiss Cannon Turbotwist 17L (1.18)","51","Medium","Polyester","1.18","1.26","2.7","4.5","5.8","26.46","38.3","27.7","41.9","68.4","23.7","","221.2","9.33","14.93","0.00","24.3","47.8","89.5","0.085","0.406","4.8"
"Weiss Cannon Turbotwist 17L (1.18)","51","Fast","Polyester","1.18","1.26","2.7","4.5","5.8","26.72","36.1","32.2","51.8","78.7","31.7","","203.5","9.33","14.67","0.66","24.7","48.6","84.1","0.085","0.406","4.8"
"Weiss Cannon Turbotwist 17L (1.18)","40","Slow","Polyester","1.18","1.26","2.7","4.5","5.8","14.29","48.7","23.9","27.1","41.5","12.4","","193.2","6.59","18.81","0.09","25.6","64.2","88.4","0.085","0.406","4.8"
"Weiss Cannon Turbotwist 17L (1.18)","40","Medium","Polyester","1.18","1.26","2.7","4.5","5.8","14.62","43.4","31.0","40.4","54.9","21.3","","170.3","6.59","18.48","0.07","25.1","63.3","83.0","0.085","0.406","4.8"
"Weiss Cannon Turbotwist 17L (1.18)","40","Fast","Polyester","1.18","1.26","2.7","4.5","5.8","14.71","40.8","36.0","50.5","65.3","29.3","","158.3","6.59","18.39","0.60","25.6","64.4","77.1","0.085","0.406","4.8"
"Double AR Twice Dragon(1.30)","40","Slow","Polyester","1.3","NA","2.1","4.5","6.4","14.33","50.4","24.2","26.0","40.4","12.2","5.7","181.2","6.39","18.97","0.04","25.4","64","88.2","0.071","0.51","7.2"
"Double AR Twice Dragon(1.30)","40","Medium","Polyester","1.3","NA","2.1","4.5","6.4","15.15","44.2","32.0","39.0","54.2","21.7","9.7","154.9","6.39","18.15","0.60","25.1","63.3","82.4","0.071","0.51","7.2"
"Double AR Twice Dragon(1.30)","40","Fast","Polyester","1.3","NA","2.1","4.5","6.4","15.04","41.8","37.7","47.2","62.2","29.3","12.6","134.9","6.39","18.26","0.58","25.1","63.6","74.8","0.071","0.51","7.2"
"Double AR Twice Dragon(1.30)","51","Slow","Polyester","1.3","NA","2.1","4.5","6.4","24.74","44.8","22.0","25.6","50.3","13.8","6.3","215.5","7.36","18.62","-0.13","25.8","51","94.7","0.071","0.51","7.2"
"Double AR Twice Dragon(1.30)","51","Medium","Polyester","1.3","NA","2.1","4.5","6.4","25.36","39.6","29.0","39.9","65.3","23.6","11.0","192.0","7.36","18.00","0.27","25.6","50.5","89.9","0.071","0.51","7.2"
"Double AR Twice Dragon(1.30)","51","Fast","Polyester","1.3","NA","2.1","4.5","6.4","25.38","37.3","34.0","48.7","74.1","31.5","14.4","170.9","7.36","17.98","0.62","26.0","51.2","83.2","0.071","0.51","7.2"
"Double AR Twice Dragon(1.30)","62","Slow","Polyester","1.3","NA","2.1","4.5","6.4","33.43","41.4","20.0","23.8","57.1","14.3","7.0","241.7","8.95","19.36","-0.28","28.0","45.4","96.2","0.071","0.51","7.2"
"Double AR Twice Dragon(1.30)","62","Medium","Polyester","1.3","NA","2.1","4.5","6.4","34.13","36.7","27.1","39.9","74.1","25.1","11.7","221.7","8.95","18.66","0.22","27.8","45.1","92.2","0.071","0.51","7.2"
"Double AR Twice Dragon(1.30)","62","Fast","Polyester","1.3","NA","2.1","4.5","6.4","34.13","34.6","32.0","50.1","84.2","33.7","15.6","198.3","8.95","18.66","0.59","28.2","45.7","87.6","0.071","0.51","7.2"
"Double AR Twice Shark (1.25)","40","Slow","Polyester","0","NA","NA","7.6","10.6","10.14","54.8","26.2","25.1","35.3","11.5","5.1","149.2","8.93","20.62","-0.22","29.3","73.9","84.5","0.086","0.494","5.7"
"Double AR Twice Shark (1.25)","40","Medium","Polyester","0","NA","NA","7.6","10.6","10.80","48.5","34.2","35.3","46.1","19.7","8.4","122.9","8.93","19.96","0.59","29.5","74.3","74.5","0.086","0.494","5.7"
"Double AR Twice Shark (1.25)","40","Fast","Polyester","0","NA","NA","7.6","10.6","10.83","46.1","40.0","41.9","52.7","26.4","11.1","106.3","8.93","19.93","0.62","29.5","74.3","69.2","0.086","0.494","5.7"
"Double AR Twice Shark (1.25)","51","Slow","Polyester","0","NA","NA","7.6","10.6","18.41","48.4","23.9","25.1","43.4","13.0","5.9","178.9","11.03","21.28","-0.24","32.0","63.2","92.0","0.086","0.494","5.7"
"Double AR Twice Shark (1.25)","51","Medium","Polyester","0","NA","NA","7.6","10.6","19.10","42.7","31.4","37.9","57.1","22.4","10.3","156.0","11.03","20.59","0.42","32.0","63.2","84.1","0.086","0.494","5.7"
"Double AR Twice Shark (1.25)","51","Fast","Polyester","0","NA","NA","7.6","10.6","19.12","40.2","36.1","46.1","65.3","29.4","13.3","143.4","11.03","20.57","0.77","32.4","63.8","79.7","0.086","0.494","5.7"
"Double AR Twice Shark (1.25)","62","Slow","Polyester","0","NA","NA","7.6","10.6","29.79","43.1","20.5","23.6","53.4","13.6","6.8","228.6","12.02","19.93","-0.40","31.5","51.1","97.6","0.086","0.494","5.7"
"Double AR Twice Shark (1.25)","62","Medium","Polyester","0","NA","NA","7.6","10.6","30.63","38.0","28.0","38.6","69.2","24.2","11.3","200.0","12.02","19.09","0.40","31.5","51","91.0","0.086","0.494","5.7"
"Double AR Twice Shark (1.25)","62","Fast","Polyester","0","NA","NA","7.6","10.6","30.52","35.8","33.0","48.5","78.9","32.6","14.6","181.2","12.02","19.20","0.66","32.0","51.6","86.9","0.086","0.494","5.7"
"Prince Twisted 16L","62","Slow","Polyester","1.27","1.27","1.2","2.4","3.0","38.41","38.0","18.0","25.1","63.5","14.3","","315.5","8.42","14.91","-0.38","22.9","37.2","99.0","0.096","0.355","3.7"
"Prince Twisted 16L","62","Medium","Polyester","1.27","1.27","1.2","2.4","3.0","39.07","34.4","24.2","42.6","81.8","24.8","","294.9","8.42","14.25","0.15","22.9","37","92.4","0.096","0.355","3.7"
"Prince Twisted 16L","62","Fast","Polyester","1.27","1.27","1.2","2.4","3.0","38.72","32.6","29.4","55.3","94.2","34.6","","260.0","8.42","14.60","0.22","23.2","37.6","87.0","0.096","0.355","3.7"
"Prince Twisted 16L","51","Slow","Polyester","1.27","1.27","1.2","2.4","3.0","28.44","41.1","19.9","27.1","55.6","13.8","","276.0","7.47","14.81","-0.40","21.8","43.1","93.5","0.096","0.355","3.7"
"Prince Twisted 16L","51","Medium","Polyester","1.27","1.27","1.2","2.4","3.0","29.15","36.8","26.1","43.9","73.0","23.9","","261.7","7.47","14.10","0.22","21.8","43","90.4","0.096","0.355","3.7"
"Prince Twisted 16L","51","Fast","Polyester","1.27","1.27","1.2","2.4","3.0","29.15","34.9","31.3","55.3","84.7","33.1","","230.3","7.47","14.10","0.51","22.1","43.5","85.0","0.096","0.355","3.7"
"Prince Twisted 16L","40","Slow","Polyester","1.27","1.27","1.2","2.4","3.0","20.18","44.1","21.5","28.9","49.2","13.2","","254.3","5.16","14.35","-0.22","19.4","48.6","93.1","0.096","0.355","3.7"
"Prince Twisted 16L","40","Medium","Polyester","1.27","1.27","1.2","2.4","3.0","20.64","39.5","28.0","45.0","65.5","23.0","","232.0","5.16","13.89","0.35","19.4","48.9","85.4","0.096","0.355","3.7"
"Prince Twisted 16L","40","Fast","Polyester","1.27","1.27","1.2","2.4","3.0","20.57","37.2","33.3","56.0","76.5","31.8","","205.7","5.16","13.96","0.44","19.6","49.3","81.7","0.096","0.355","3.7"
"Weiss Cannon Ultra Cable 17 (1.23)","51","Fast","Polyester","1.23","1.41","1.2","4.2","9.4","26.90","36.7","33.8","49.2","76.1","32.1","14.7","174.9","3.66","20.16","0.37","24.3","47.7","82.8","0.065","0.774","11.9"
"Head Ultra Tour 16","62","Slow","Polyester","1.27","1.26","2.1","3.3","4.5","37.15","39.3","18.8","22.5","59.8","14.0","","261.2","9.31","15.28","-0.22","24.3","39.5","96.4","0.087","0.394","4.5"
"Head Ultra Tour 16","62","Medium","Polyester","1.27","1.26","2.1","3.3","4.5","37.62","35.6","25.9","39.0","76.7","24.9","","236.6","9.31","14.81","-0.02","24.0","39","93.7","0.087","0.394","4.5"
"Head Ultra Tour 16","62","Fast","Polyester","1.27","1.26","2.1","3.3","4.5","37.68","33.7","30.3","49.4","87.1","33.0","","218.9","9.31","14.75","0.59","24.7","39.9","88.5","0.087","0.394","4.5"
"Head Ultra Tour 16","51","Slow","Polyester","1.27","1.26","2.1","3.3","4.5","27.92","42.3","20.0","25.4","53.1","13.3","","256.6","8.91","13.89","-0.17","22.7","44.6","94.5","0.087","0.394","4.5"
"Head Ultra Tour 16","51","Medium","Polyester","1.27","1.26","2.1","3.3","4.5","28.40","37.9","27.7","40.6","69.0","23.9","","215.5","8.91","13.41","0.20","22.5","44.4","90.4","0.087","0.394","4.5"
"Head Ultra Tour 16","51","Fast","Polyester","1.27","1.26","2.1","3.3","4.5","28.40","35.9","32.2","51.4","79.8","32.1","","201.7","8.91","13.41","0.55","22.9","45.1","85.9","0.087","0.394","4.5"
"Head Ultra Tour 16","40","Slow","Polyester","1.27","1.26","2.1","3.3","4.5","16.38","47.2","23.0","26.9","43.2","12.4","","205.7","6.97","16.34","-0.05","23.4","58.6","90.2","0.087","0.394","4.5"
"Head Ultra Tour 16","40","Medium","Polyester","1.27","1.26","2.1","3.3","4.5","16.74","42.0","30.1","41.9","58.7","22.1","","187.5","6.97","15.98","0.47","23.4","59","84.8","0.087","0.394","4.5"
"Head Ultra Tour 16","40","Fast","Polyester","1.27","1.26","2.1","3.3","4.5","16.74","39.3","35.7","51.8","68.6","30.6","","165.2","6.97","15.98","0.51","23.4","59.1","80.5","0.087","0.394","4.5"
"Head Ultratour 17","62","Slow","Polyester","1.2","1.22","4.8","6.7","8.2","40.70","37.9","18.0","22.5","63.1","14.2","","280.6","8.84","12.20","-0.34","20.7","33.5","97.0","0.094","0.383","4.1"
"Head Ultratour 17","62","Medium","Polyester","1.2","1.22","4.8","6.7","8.2","41.34","34.3","25.0","39.2","80.5","25.1","","255.5","8.84","11.56","0.19","20.5","33.4","92.0","0.094","0.383","4.1"
"Head Ultratour 17","62","Fast","Polyester","1.2","1.22","4.8","6.7","8.2","41.34","32.5","29.5","51.4","92.8","34.3","","240.0","8.84","11.56","0.57","20.9","34","88.9","0.094","0.383","4.1"
"Head Ultratour 17","51","Slow","Polyester","1.2","1.22","4.8","6.7","8.2","28.42","41.5","20.0","25.4","53.8","13.5","","257.7","9.39","12.91","-0.09","22.3","43.8","95.6","0.094","0.383","4.1"
"Head Ultratour 17","51","Medium","Polyester","1.2","1.22","4.8","6.7","8.2","28.62","37.3","27.0","41.5","69.9","23.6","","230.9","9.39","12.71","0.26","22.3","44.1","89.7","0.094","0.383","4.1"
"Head Ultratour 17","51","Fast","Polyester","1.2","1.22","4.8","6.7","8.2","28.55","35.2","32.0","52.3","80.9","32.3","","207.5","9.39","12.78","0.59","22.7","44.9","85.0","0.094","0.383","4.1"
"Head Ultratour 17","40","Slow","Polyester","1.2","1.22","4.8","6.7","8.2","11.40","50.2","24.1","27.6","39.0","11.7","","194.3","10.25","18.04","0.00","28.2","71.3","85.7","0.094","0.383","4.1"
"Head Ultratour 17","40","Medium","Polyester","1.2","1.22","4.8","6.7","8.2","11.86","44.8","32.0","39.9","51.6","20.7","","157.7","10.25","17.58","0.50","28.2","71.4","77.6","0.094","0.383","4.1"
"Head Ultratour 17","40","Fast","Polyester","1.2","1.22","4.8","6.7","8.2","11.84","44.6","32.0","41.0","52.9","21.2","","162.9","10.25","17.60","0.35","28.2","71.1","79.4","0.094","0.383","4.1"
"Volkl V-Pro 16","62","Slow","Polyester","1.28","1.28","1.5","2.7","3.9","42.42","37.0","17.5","23.4","65.7","14.4","","309.2","7.78","11.54","-0.51","18.7","30.5","92.9","0.087","0.437","5"
"Volkl V-Pro 16","62","Medium","Polyester","1.28","1.28","1.5","2.7","3.9","43.06","33.5","24.0","41.0","84.2","25.2","","289.8","7.78","10.90","0.13","18.7","30.5","92.7","0.087","0.437","5"
"Volkl V-Pro 16","62","Fast","Polyester","1.28","1.28","1.5","2.7","3.9","43.04","31.7","28.2","53.4","96.4","34.0","","273.2","7.78","10.92","0.48","19.2","31.1","89.3","0.087","0.437","5"
"Volkl V-Pro 16","51","Slow","Polyester","1.28","1.28","1.5","2.7","3.9","30.72","40.1","19.1","26.0","56.9","13.5","","291.5","7.70","12.30","-0.24","19.8","39","98.2","0.087","0.437","5"
"Volkl V-Pro 16","51","Medium","Polyester","1.28","1.28","1.5","2.7","3.9","31.27","35.9","26.0","43.0","74.3","24.1","","258.3","7.70","11.75","0.22","19.6","38.8","89.9","0.087","0.437","5"
"Volkl V-Pro 16","51","Fast","Polyester","1.28","1.28","1.5","2.7","3.9","31.29","33.9","30.7","54.2","85.6","32.9","","233.7","7.70","11.73","0.46","19.8","39.2","87.4","0.087","0.437","5"
"Volkl V-Pro 16","40","Slow","Polyester","1.28","1.28","1.5","2.7","3.9","19.91","44.0","21.2","29.1","49.0","13.0","","264.0","5.95","13.83","-0.07","19.6","49.7","92.5","0.087","0.437","5"
"Volkl V-Pro 16","40","Medium","Polyester","1.28","1.28","1.5","2.7","3.9","20.33","39.1","28.0","44.8","65.3","22.8","","232.6","5.95","13.41","0.37","19.6","49.7","87.2","0.087","0.437","5"
"Volkl V-Pro 16","40","Fast","Polyester","1.28","1.28","1.5","2.7","3.9","20.29","36.6","33.1","56.7","77.0","31.8","","210.3","5.95","13.45","0.38","19.8","49.8","84.1","0.087","0.437","5"
"Volkl V-Pro 17","62","Slow","Polyester","1.23","1.23","2.7","4.2","5.5","35.46","39.1","18.3","23.4","58.9","13.5","","283.5","9.35","16.93","-0.31","26.0","42.1","96.2","0.084","0.432","5.1"
"Volkl V-Pro 17","62","Medium","Polyester","1.23","1.23","2.7","4.2","5.5","36.27","35.3","25.7","39.5","75.6","24.3","","243.5","9.35","16.12","0.17","25.6","41.5","92.7","0.084","0.432","5.1"
"Volkl V-Pro 17","62","Fast","Polyester","1.23","1.23","2.7","4.2","5.5","36.23","33.6","30.0","50.1","86.2","32.4","","225.2","9.35","16.16","0.53","26.0","42.2","87.8","0.084","0.432","5.1"
"Volkl V-Pro 17","51","Slow","Polyester","1.23","1.23","2.7","4.2","5.5","26.53","42.6","20.2","25.1","51.6","13.0","","250.9","8.20","15.99","-0.19","24.0","47.3","94.7","0.084","0.432","5.1"
"Volkl V-Pro 17","51","Medium","Polyester","1.23","1.23","2.7","4.2","5.5","27.03","38.3","27.7","39.0","66.2","22.9","","206.9","8.20","15.49","0.28","24.0","47.3","90.1","0.084","0.432","5.1"
"Volkl V-Pro 17","51","Fast","Polyester","1.23","1.23","2.7","4.2","5.5","26.99","36.2","32.7","49.4","76.3","31.2","","188.0","8.20","15.53","0.46","24.3","47.7","85.0","0.084","0.432","5.1"
"Volkl V-Pro 17","40","Slow","Polyester","1.23","1.23","2.7","4.2","5.5","16.74","47.0","22.9","25.6","42.3","12.1","","198.9","6.79","16.16","-0.19","22.7","57.3","90.1","0.084","0.432","5.1"
"Volkl V-Pro 17","40","Medium","Polyester","1.23","1.23","2.7","4.2","5.5","17.33","42.1","30.0","39.2","56.4","21.2","","176.6","6.79","15.57","0.35","22.7","57.2","84.3","0.084","0.432","5.1"
"Volkl V-Pro 17","40","Fast","Polyester","1.23","1.23","2.7","4.2","5.5","17.35","39.8","35.2","48.5","65.7","28.9","","159.4","6.79","15.55","0.55","22.9","57.7","79.0","0.084","0.432","5.1"
"Volkl V-Pro 18","62","Slow","Polyester","1.18","1.18","2.1","3.0","3.9","41.52","37.3","17.9","21.8","63.5","14.2","","277.7","7.34","12.88","-0.51","19.6","31.9","95.1","0.087","0.429","4.9"
"Volkl V-Pro 18","62","Medium","Polyester","1.18","1.18","2.1","3.0","3.9","42.27","34.1","24.0","38.8","81.1","24.4","","273.2","7.34","12.13","0.09","19.6","31.7","92.9","0.087","0.429","4.9"
"Volkl V-Pro 18","62","Fast","Polyester","1.18","1.18","2.1","3.0","3.9","42.27","32.4","29.1","49.4","91.5","33.3","","236.6","7.34","12.13","0.62","20.1","32.5","89.5","0.087","0.429","4.9"
"Volkl V-Pro 18","51","Slow","Polyester","1.18","1.18","2.1","3.0","3.9","33.80","39.8","19.0","23.4","57.1","13.6","","261.7","5.12","11.80","-0.29","16.5","32.8","95.5","0.087","0.429","4.9"
"Volkl V-Pro 18","51","Medium","Polyester","1.18","1.18","2.1","3.0","3.9","34.35","36.0","26.0","39.2","73.6","23.9","","236.0","5.12","11.25","0.22","16.5","32.7","93.3","0.087","0.429","4.9"
"Volkl V-Pro 18","51","Fast","Polyester","1.18","1.18","2.1","3.0","3.9","34.35","34.0","31.0","50.3","84.7","32.8","","213.2","5.12","11.25","0.44","16.8","33.1","88.4","0.087","0.429","4.9"
"Volkl V-Pro 18","40","Slow","Polyester","1.18","1.18","2.1","3.0","3.9","22.34","43.7","21.0","27.1","49.6","13.0","","250.3","5.14","12.21","-0.22","17.2","43.2","94.9","0.087","0.429","4.9"
"Volkl V-Pro 18","40","Medium","Polyester","1.18","1.18","2.1","3.0","3.9","22.91","38.9","28.0","41.9","64.8","22.7","","217.7","5.14","11.64","0.35","17.2","43.2","88.0","0.087","0.429","4.9"
"Volkl V-Pro 18","40","Fast","Polyester","1.18","1.18","2.1","3.0","3.9","22.84","36.5","33.1","54.0","77.0","31.8","","201.2","5.14","11.71","0.53","17.4","43.8","84.6","0.087","0.429","4.9"
"Volkl V-Square 16 (1.30)","51","Fast","Polyester","1.3","1.28","2.1","4.2","3.9","26.68","36.4","33.1","51.6","78.3","32.4","14.8","190.9","6.84","17.20","0.24","24.3","47.9","83.7","0.069","0.781","11.3"
"Volkl V-Star 16 (1.30)","40","Slow","Polyester","1.3","NA","2.4","4.2","6.1","13.52","50.4","24.3","26.7","40.1","12.2","5.7","184.0","7.45","18.72","0.05","26.2","66.1","89.7","0.073","0.501","6.9"
"Volkl V-Star 16 (1.30)","40","Medium","Polyester","1.3","NA","2.4","4.2","6.1","13.89","44.8","32.1","38.6","52.5","21.1","9.2","152.0","7.45","18.35","0.66","26.5","66.7","79.2","0.073","0.501","6.9"
"Volkl V-Star 16 (1.30)","40","Fast","Polyester","1.3","NA","2.4","4.2","6.1","13.85","42.4","38.0","46.3","60.2","28.6","12.2","130.3","7.45","18.39","0.84","26.7","67.2","72.1","0.073","0.501","6.9"
"Volkl V-Star 16 (1.30)","51","Slow","Polyester","1.3","NA","2.4","4.2","6.1","23.15","45.1","22.0","25.8","49.0","13.5","6.3","217.2","8.49","19.08","-0.07","27.6","54.2","94.1","0.073","0.501","6.9"
"Volkl V-Star 16 (1.30)","51","Medium","Polyester","1.3","NA","2.4","4.2","6.1","23.73","39.9","29.6","40.1","63.9","23.7","10.7","185.7","8.49","18.50","0.47","27.3","54.1","87.2","0.073","0.501","6.9"
"Volkl V-Star 16 (1.30)","51","Fast","Polyester","1.3","NA","2.4","4.2","6.1","23.75","37.6","34.1","49.2","73.0","31.1","14.0","172.6","8.49","18.48","0.66","27.6","54.5","82.8","0.073","0.501","6.9"
"Volkl V-Star 16 (1.30)","62","Slow","Polyester","1.3","NA","2.4","4.2","6.1","35.41","40.5","19.9","23.8","59.1","14.7","7.1","244.6","8.33","18.00","-0.42","26.0","42","95.5","0.073","0.501","6.9"
"Volkl V-Star 16 (1.30)","62","Medium","Polyester","1.3","NA","2.4","4.2","6.1","36.27","35.7","26.1","40.4","76.7","25.1","12.1","240.6","8.33","17.14","0.02","25.6","41.3","94.3","0.073","0.501","6.9"
"Volkl V-Star 16 (1.30)","62","Fast","Polyester","1.3","NA","2.4","4.2","6.1","36.34","33.9","31.8","50.5","86.9","34.6","16.3","202.9","8.33","17.07","0.69","26.0","42.2","88.5","0.073","0.501","6.9"
"Volkl V-Star 18 (1.20)","51","Fast","Polyester","1.2","NA","2.4","4.5","6.1","25.36","37.7","34.5","47.8","73.2","31.5","14.5","163.4","6.62","18.74","0.33","25.6","50.7","85.2","0.079","NA","NA"
"Volkl V-Star 18L (1.15)","51","Fast","Polyester","1.15","1.30","4.5","7.3","9.1","34.07","35.4","32.6","45.6","79.8","32.5","15.5","174.3","3.55","13.10","0.16","16.8","33.1","88.5","0.079","0.511","6.5"
"Volkl V-Star 19 (1.10)","51","Fast","Polyester","1.1","1.27","4.8","6.4","8.5","32.96","35.9","33.0","44.8","77.6","32.1","15.4","166.9","3.09","14.67","0.33","18.1","35.7","88.9","0.08","0.523","6.5"
"Volkl V-Torque 16","40","Slow","Polyester","1.28","NA","4.5","7.0","8.8","12.48","47.3","23.1","24.7","37.3","10.8","6.1","188.0","9.19","18.02","0.02","27.1","68.6","94.3","0.087","0.487","5.6"
"Volkl V-Torque 16","40","Medium","Polyester","1.28","NA","4.5","7.0","8.8","12.83","42.0","31.0","37.7","50.5","19.6","10.3","159.4","9.19","17.67","0.48","27.3","68.9","86.5","0.087","0.487","5.6"
"Volkl V-Torque 16","40","Fast","Polyester","1.28","NA","4.5","7.0","8.8","12.74","39.5","36.0","46.1","58.9","26.5","13.0","144.6","9.19","17.76","0.44","27.3","69","79.9","0.087","0.487","5.6"
"Volkl V-Torque 16","51","Slow","Polyester","1.28","NA","4.5","7.0","8.8","25.56","42.0","20.0","21.2","46.7","11.7","6.9","216.0","7.23","17.93","-0.35","24.7","48.9","99.2","0.087","0.487","5.6"
"Volkl V-Torque 16","51","Medium","Polyester","1.28","NA","4.5","7.0","8.8","26.11","37.4","27.9","36.6","62.6","21.8","11.7","190.3","7.23","17.38","0.20","24.7","48.9","91.2","0.087","0.487","5.6"
"Volkl V-Torque 16","51","Fast","Polyester","1.28","NA","4.5","7.0","8.8","26.11","35.2","32.2","46.3","72.5","29.2","15.5","181.7","7.23","17.38","0.62","25.1","49.7","87.4","0.087","0.487","5.6"
"Volkl V-Torque 16","62","Slow","Polyester","1.28","NA","4.5","7.0","8.8","36.12","38.9","18.2","19.2","55.3","12.6","7.5","236.0","7.78","17.84","-0.26","25.4","41.1","97.4","0.087","0.487","5.6"
"Volkl V-Torque 16","62","Medium","Polyester","1.28","NA","4.5","7.0","8.8","36.60","34.9","26.0","35.1","71.7","23.3","12.8","211.5","7.78","17.36","0.13","25.4","40.9","92.5","0.087","0.487","5.6"
"Volkl V-Torque 16","62","Fast","Polyester","1.28","NA","4.5","7.0","8.8","36.63","33.0","30.2","45.2","81.8","30.9","17.0","201.7","7.78","17.33","0.58","25.6","41.6","90.2","0.087","0.487","5.6"
"Volkl V-Torque 18 (1.18)","51","Fast","Polyester","1.18","NA","2.7","3.3","8.8","27.89","37.3","34.1","45.0","73.0","31.1","14.6","157.2","4.85","17.98","0.33","23.2","45.7","85.7","0.083","0.502","6"
"Volkl V-Torque Tour 16 (1.30)","51","Fast","Polyester","1.3","1.32","5.5","6.7","NA","31.53","35.1","32.1","46.7","78.3","31.4","15.3","184.0","5.58","13.61","0.24","19.4","38.3","88.2","0.074","0.626","8.5"
"IsoSpeed V18 19 (1.12)","51","Fast","Polyester","1.12","1.24","1.8","3.6","5.8","30.54","35.9","33.1","48.5","78.9","32.7","15.3","180.0","4.32","15.86","0.33","20.5","40.4","86.5","0.094","0.483","5.1"
"Solinco Vanquish 16","62","Slow","Nylon","1.3","1.34","7.3","8.5","10.0","51.00","36.8","17.0","13.2","64.2","13.6","","184.6","7.41","3.33","-0.02","10.8","17.4","99.0","0.094","0.363","3.9"
